frame_number,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
4,0.6391515701146755,0.3077599596621385,0.0,0.0,0.634270082332697,0.2892466986357276,0.0,0.0,0.5928505164633994,0.2710624125466418,0.551377667491459,0.3366538432107043,0.529950647875427,0.3416318523350046,0.5341439201134194,0.4633933451638293,0.5359186006895599,0.4917832559614039,0.5544689705900824,0.5843028509794777,0.562752088933129,0.6065515774399487,0.4299206013081541,0.5375227287634096,0.4135577333701768,0.5389699907445196,0.4981793468021503,0.7161673019181437,0.4778559644889218,0.7276704702804337,0.444428765888766,0.9024049673507464,0.4152860488155647,0.9356511813491138,8
5,0.6386167765430315,0.3119596111240671,0.0,0.0,0.6340822176917956,0.29328478912809,0.0,0.0,0.591850305293534,0.2717959959115555,0.5488878354382285,0.3347874427909281,0.5273717162693429,0.3401912632273204,0.5309699447975281,0.4646564996064599,0.5327100355142182,0.4927321248979711,0.5526321754578225,0.5866088411701259,0.560387025692072,0.6053152055882696,0.4291316581309033,0.5368228741546175,0.4128360564302401,0.5387743138555271,0.4990489015241911,0.7164864611269822,0.4772546896980506,0.7292854422953592,0.4471371764155446,0.9020728267840484,0.4162657023242815,0.9376255320079292,8
6,0.638592293791449,0.3131638711957789,0.0,0.0,0.6361665388395549,0.2953039140843633,0.0,0.0,0.5956935575920669,0.2738783651323461,0.5440575700864148,0.3330692803681786,0.5269503087476135,0.3413916744402985,0.5324135439955536,0.4565841447061567,0.5297413424280295,0.4951039328503964,0.5548614305698604,0.5695639994607042,0.5591150510732767,0.6079717835383629,0.4244304791907405,0.5365474871735074,0.4112512521038485,0.5394218786438899,0.4971291397928808,0.7168477072644589,0.4768755259621182,0.7300220546437733,0.4453246187167152,0.9001746334246735,0.4144242952107616,0.9357018314190764,8
7,0.6377068424531501,0.3115113671146222,0.0,0.0,0.635078405643966,0.2933074040199394,0.0,0.0,0.5920292894173281,0.2728043285768423,0.5357320117030496,0.3304026589464785,0.5246511870258491,0.3389130094158116,0.5183375318717344,0.4576186450559701,0.5287318582320136,0.4936623188986707,0.5471918529252914,0.5770234976241838,0.5576038421925241,0.6098605027839319,0.4199137795009797,0.5385881110803404,0.4096946103013213,0.5408744698140159,0.4917865029485279,0.7179297603777985,0.4714840217418609,0.7283673186800373,0.4472656740636304,0.902041216038946,0.4184682668213675,0.9331377171758396,8
8,0.6363854607585159,0.3120501617887127,0.0,0.0,0.6341608666913686,0.2938164326682019,0.0,0.0,0.5917583109864851,0.2733682205427938,0.5311764045543609,0.3309764805124767,0.5249581290977944,0.3398055802530317,0.5132586120409214,0.4603265563053871,0.5272363497129974,0.4963397125699627,0.5436515685446393,0.5771207894851912,0.5561667684573453,0.6115807376690765,0.4173615875734777,0.5396423795329991,0.410297209810214,0.5420165560138759,0.4885366261963675,0.719040919061917,0.469595856988545,0.7296430900915345,0.4455849012761254,0.904926903568097,0.4146739309623694,0.9360566552005596,8
9,0.6410767288453326,0.3141864378060867,0.0,0.0,0.6382497805874447,0.2959464229754547,0.0,0.0,0.5930366148136053,0.2748561802195079,0.5351898095232114,0.3327129307077892,0.5239454067021704,0.3397036424323694,0.5166338954324508,0.4676224893598414,0.5250812297465334,0.497688179585471,0.5442234542208852,0.5869529610249533,0.5539754885952572,0.6097756001486707,0.4181278142898412,0.5409071737260961,0.4080179343269569,0.5423198643015392,0.4846029986905898,0.7209626610599347,0.4675336144744775,0.7295554545388293,0.4410632461596915,0.908976176247668,0.4145029442103346,0.935674411147388,8
10,0.6386457731486134,0.3165368606795126,0.0,0.0,0.6367402398701266,0.2986990857480177,0.0,0.0,0.5937371943924588,0.2767558994577891,0.5340691962042805,0.3322482208707439,0.5236067204613394,0.3404521885202892,0.5185240227309837,0.4637543180095616,0.5239750411349477,0.4984752598093517,0.5435677678638716,0.5810828820982976,0.550330747745428,0.6119040418027052,0.4169998414263464,0.5417217197702892,0.4078184661374598,0.5434276523874767,0.4823334132743418,0.7224453143219449,0.4665028366628567,0.7311193665461754,0.4403932332225934,0.910969384036847,0.4150329786098272,0.9378032627390392,8
11,0.6369338940194182,0.3177758971256996,0.0,0.0,0.635792281466665,0.3000303353836287,0.0,0.0,0.5949648645529793,0.2776223481591068,0.5321652820255979,0.3330772286030783,0.5240054605858119,0.3401799216199277,0.5156392284528235,0.4672823322353078,0.5227063537793911,0.4977813265216884,0.5417084525252461,0.5916136328853778,0.5492279445243419,0.6125540206681437,0.4127119254452622,0.5433279009007695,0.4053912147448377,0.5443240948577426,0.4784108741490404,0.722964158698694,0.4652561788773613,0.7300252885960821,0.4368882255922176,0.9111905681553172,0.415355866361661,0.9358946842933769,8
12,0.6366517781444685,0.3178536030783582,0.0,0.0,0.6351558280527784,0.300012229805562,0.0,0.0,0.5932625037680869,0.2777538242624767,0.5304424617068177,0.3326324462890625,0.523456732943127,0.3404291409165112,0.5142179532066419,0.464067920286264,0.5234201314748291,0.4973344034223414,0.5421593472888615,0.5822426411642957,0.5489348874598071,0.6118899672778685,0.4119523713826366,0.5429715284660681,0.405057631121571,0.5443271010669309,0.4785987387899417,0.722016018540112,0.4646656980851839,0.729791942994986,0.4376285467117162,0.9103759765625,0.4140381153756782,0.9363556363689366,8
13,0.6357094129948754,0.3184619505013992,0.0,0.0,0.6344377327578627,0.3007906102422458,0.0,0.0,0.592818919485405,0.2785924427544893,0.5274257353264419,0.3318782293974464,0.5233660142904693,0.340690088983792,0.512923899954155,0.4609118561246502,0.5229865071091238,0.4962561308447994,0.5408898258515876,0.5767167276410914,0.5478926287586666,0.6107584939074161,0.4096220451919212,0.5417369330107276,0.4047664384749924,0.5435285425897854,0.476564119099804,0.7218866604477612,0.4646975894449608,0.7303596610453591,0.4379968673853245,0.9103550241954292,0.4142036560647357,0.9367885304920708,8
