frame_number,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
59,0.5902181035200043,0.4592231362552966,0.0,0.0,0.5873767527764153,0.4507614394365731,0.0,0.0,0.5540871042841753,0.4418155993445445,0.5116549094161645,0.461895079531912,0.498111913022439,0.4919499801377118,0.5078194793564321,0.5227281473450741,0.5109359330660559,0.590636379435911,0.5413201507431509,0.5882699740135063,0.5751595261920194,0.6500989493677172,0.4214799478984199,0.6084328861559851,0.4052821274830087,0.6243408720372087,0.4503600116267867,0.7314751576569121,0.4182753284950427,0.7763761358746027,0.4416954143164938,0.8448359602588719,0.3837902599386035,0.9180519233315678,8
60,0.5910081392981011,0.4581799523305084,0.0,0.0,0.5879611712400155,0.4497861183295815,0.0,0.0,0.5540373250507987,0.4415838726496292,0.5112222577424327,0.462012701519465,0.4981064732299257,0.4923699847722457,0.5074120765309698,0.5232104285288666,0.5106848815096868,0.5908548128806939,0.5414088980499404,0.5886715646517479,0.5753325731764994,0.6495919954978814,0.4212122006266641,0.6083438679323359,0.405218081623984,0.6244776321669756,0.4501154604514084,0.7304458359540519,0.4182717361792321,0.7758462162341102,0.4424683438288256,0.8442978681144068,0.3840274212071713,0.9178997492386124,8
61,0.5913238525390625,0.4578995526847192,0.0,0.0,0.5878666762279288,0.4493465617551642,0.0,0.0,0.5531490308821468,0.4409472449351165,0.5127398914285839,0.4620100118346133,0.4971998411443736,0.4918783414161811,0.5081067619836919,0.5235985707428495,0.5103559964440864,0.590521240234375,0.5417918731278902,0.5890241719908633,0.5754638808725127,0.6494144762976695,0.422440772633916,0.6082168837725106,0.4048740404069156,0.6241104384600106,0.4507413445032231,0.730940375893803,0.4180980049441213,0.775720059669624,0.4422052836738894,0.8448165117684058,0.3842652667263698,0.9176795054290254,8
62,0.5910426939549468,0.4579408807269597,0.0,0.0,0.5875388517508058,0.4493509583554025,0.0,0.0,0.5526528123248319,0.4409597105899099,0.5123103530952214,0.4619017002946239,0.4968340065447204,0.4919581526416843,0.5076505036632042,0.5225892147775424,0.5102167514407582,0.5903860835705773,0.5416028831037171,0.5878403485831568,0.5755351797882217,0.6494003037274894,0.4224733087514013,0.6082032284494173,0.4049564926079035,0.6241054211632681,0.4510992760080927,0.7314541574251854,0.418498325775557,0.7758216987221928,0.4423115135842909,0.8458686957925053,0.3846055787775014,0.9179883019398836,8
63,0.5909824114743905,0.4574921688791049,0.0,0.0,0.5873271446056965,0.4488096075542903,0.0,0.0,0.5520078034678917,0.4405411542472193,0.5117945649698711,0.4621030128608315,0.4964183584991592,0.4920401363049523,0.507150145389574,0.5232343253442797,0.5103123754663852,0.5907327942929026,0.5419369342615786,0.5885366666114936,0.5759203444681895,0.649822998046875,0.4222560933887156,0.6082034353482522,0.404850707460412,0.6240972486592955,0.4513089304013102,0.7313084489208157,0.4189200978642622,0.7756031618279926,0.4424227043117643,0.8456964525125794,0.3853583228962304,0.91780809305482,8
64,0.5909323243282301,0.4567246259269067,0.0,0.0,0.5872506453851948,0.4481219792770127,0.0,0.0,0.5520590880526556,0.4404704982951536,0.5112105228441178,0.4623097565214513,0.4965998901914588,0.4922953977423199,0.5075001737996602,0.5241327835341631,0.5104117970830122,0.5906605865995763,0.5432033111161715,0.5910109697762183,0.5759405982868554,0.6497219796908104,0.4215571313695522,0.6087102857686706,0.404728637147912,0.6246659101065942,0.45186584198956,0.7320655952065678,0.4201048778311554,0.7763773255429025,0.4430646340408667,0.8462646484375,0.3853502829513208,0.9178007481461864,8
65,0.5919216823150224,0.4558774269233315,0.0,0.0,0.5877961984129765,0.44719946909759,0.0,0.0,0.551158751072905,0.4400989597126589,0.5103036170583135,0.4628605212195445,0.4960259749750385,0.4925955045021186,0.5072619861551464,0.5259383379402808,0.5105877179201408,0.5911968166545286,0.5436255279677866,0.5929844743114406,0.5761802912827565,0.6497950667041843,0.4210082255136806,0.6083524542339778,0.4043508281622232,0.6242380950410488,0.4516070926135965,0.7315795381190413,0.4200977616245971,0.7756246793068061,0.4431815040485741,0.8468181545451536,0.385304232883881,0.9176726777674789,8
66,0.5913415062053321,0.45663550425384,0.0,0.0,0.5875042970939602,0.4479218046543962,0.0,0.0,0.5513238949626016,0.440370462708554,0.5083514500091963,0.4624697927701271,0.4963234871492257,0.4923811055846133,0.5045236151314637,0.5253617108878442,0.5103081673250071,0.591222316935911,0.5422690695176745,0.5916350801112288,0.5760295508688341,0.6498169979806674,0.4197434566480696,0.6083257642842955,0.4044930838683261,0.6242765782243115,0.4518541413037766,0.731543796345339,0.4206639448088915,0.7755117642677436,0.4433257440815057,0.8465746863413666,0.3850070970475406,0.917459054720604,8
67,0.592313347375981,0.4563161041777013,0.0,0.0,0.587966303119745,0.4474997827562235,0.0,0.0,0.5505423438923241,0.4402299783997616,0.5081611256962935,0.4630958686440678,0.4959830040354365,0.4923608294988083,0.5051832669518989,0.5272843183097192,0.5106306204346798,0.5910010386321505,0.5428801053308051,0.5946217165154926,0.5756886572046664,0.6496035301079184,0.4198553316261736,0.6080946065611759,0.404479467280777,0.6236670542571504,0.4523588103563796,0.7318945415949417,0.4212350888102578,0.7744499077231197,0.4445249617367047,0.8485091904462394,0.3851752174274804,0.9166241144729872,8
68,0.5927392933935328,0.4560547909494173,0.0,0.0,0.5879229216297646,0.4472354177701271,0.0,0.0,0.5492140423556614,0.4405967065843485,0.5062714649422821,0.4632993536480402,0.4955940759770004,0.4937993970967955,0.5039511710538992,0.5272504386255297,0.5112329662648017,0.5923417430813029,0.5422970553684662,0.5949561684818591,0.5762276414263944,0.6498330843650688,0.4190859260045894,0.6080741753012447,0.4047099228931649,0.6242461123708951,0.4525333284797155,0.7307290804588189,0.4222721390660033,0.7742007498013771,0.4452327848015345,0.8477174920550847,0.3851241723304372,0.9162640070511124,8
