frame_number,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3994470769708806,0.3278501003603392,0.0,0.0,0.3506396206942471,0.3948853649670564,0.5135435624556108,0.3940009587927709,0.2992566542191939,0.4730682373046875,0.4790069233287464,0.4536575607106655,0.304800068248402,0.4493229057215437,0.3835211320356889,0.4311921324910996,0.3852585185657848,0.5626488697679737,0.4940003134987571,0.5650861715968651,0.4031558990478515,0.6795685683624654,0.5063023653897372,0.7007868320127076,0.4388240814208984,0.7935185492793216,0.5282021956010299,0.8409204603750494,8.0
223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3965723211115057,0.3252211703529841,0.4739959716796875,0.325116459327408,0.3440374894575639,0.3928529522087,0.512023266878995,0.3938729249978367,0.3079979983243075,0.4772258227384543,0.4864450281316584,0.4586938302728194,0.0,0.0,0.0,0.0,0.3805858612060547,0.560936650143394,0.4935554504394531,0.5644326994690714,0.4031235781582919,0.6791431088990803,0.5062308571555397,0.700326750550089,0.438998066295277,0.793402949465981,0.5289585807106711,0.8404077457476266,8.0
224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958211725408381,0.3240009501010557,0.4716341885653409,0.3237133750432654,0.3434340737082741,0.3930174429205399,0.5105992057106712,0.3930426247512238,0.3104963476007635,0.4812519218348249,0.4889717795632102,0.46035587938526,0.0,0.0,0.0,0.0,0.3808202223344282,0.5615850521039359,0.4932586669921875,0.5648892559582674,0.4032402038574219,0.6791866157628312,0.5063396453857422,0.7007735530032387,0.4383768601851029,0.7937979879258554,0.5291525060480291,0.8419497526144679,8.0
225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3941766912286932,0.322631087484239,0.4699303366921165,0.3223335652411738,0.3410467321222478,0.3922490711453594,0.5099354137073864,0.3923121343685102,0.3113597869873047,0.4814547768122033,0.4891175356778232,0.4601735948007318,0.0,0.0,0.0,0.0,0.3798349900679155,0.5609241437308395,0.4936799136075107,0.5642696332327927,0.4031017997048118,0.679356007636348,0.5067424080588601,0.7005670281905162,0.4379215240478515,0.794602502750445,0.5294026114723899,0.8422022952309137,8.0
226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3910661177201704,0.3220804914643493,0.0,0.0,0.3429497111927379,0.3918763414213929,0.5094607960094105,0.3916123547131502,0.3091738267378373,0.4784867491903184,0.4846042633056641,0.4586851385575307,0.0,0.0,0.0,0.0,0.3827902707186612,0.5607273246668563,0.4950004230846058,0.5637236969380439,0.4038279793479226,0.6797488248800929,0.5070431449196555,0.7010199631316752,0.438450137051669,0.7945723714707773,0.530308706110174,0.8426275132577631,8.0
227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3892841685901989,0.3208313712590857,0.0,0.0,0.3434002269398082,0.3919077523147004,0.5100851232355291,0.3912140810036961,0.3075926694003018,0.4797497037090832,0.4852171811190518,0.4607966459250148,0.0,0.0,0.0,0.0,0.3829809709028764,0.5617148966728887,0.4951883489435369,0.5643474723719344,0.4037484949285334,0.68016370942321,0.5067730990323154,0.7008454528035997,0.4398187810724431,0.7945010028307951,0.5305755962025035,0.8417329426053204,8.0
228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3885675950483842,0.3200889780551572,0.0,0.0,0.3431711370294744,0.3908775909037529,0.5092133261940696,0.3903529734551152,0.308901630748402,0.4816560865957526,0.4841859644109552,0.4624049995518938,0.0,0.0,0.0,0.0,0.3831592906605113,0.5614455983608584,0.4951183319091797,0.5642133785199516,0.4036545840176669,0.6800761162480221,0.5064115350896662,0.7010113679910008,0.4403590462424538,0.795204983481878,0.5308855923739346,0.8428536910044996,8.0
229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3881716988303444,0.3201629300660725,0.0,0.0,0.3408553730357777,0.3904246559625939,0.5086092515425249,0.3901368153246143,0.3098386244340376,0.481923018829732,0.4878068403764204,0.4624880054329015,0.0,0.0,0.0,0.0,0.3815095728093927,0.5607980655718453,0.4945855920965021,0.5638889361031448,0.4038887717507102,0.679283818112144,0.5062762173739347,0.7010415475579757,0.4402239019220526,0.7933531652522993,0.5317240975119851,0.8427055455461333,8.0
230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3852404854514382,0.3198758137377002,0.0,0.0,0.3388545643199573,0.3901720167715338,0.5070921117609197,0.3897597155993498,0.3102640325372869,0.482000664819645,0.4901634216308593,0.4630725715733781,0.0,0.0,0.0,0.0,0.3817098790949041,0.5612662593020669,0.4950889934193004,0.5644443367100969,0.4041947104714133,0.6791861328897597,0.5068819912997159,0.7015190124511719,0.440176738392223,0.7931741642046578,0.5316515489058061,0.8435354112069818,8.0
231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384338413585316,0.319603811336469,0.0,0.0,0.3379712885076349,0.3901024347619165,0.5068469307639382,0.3893981885306443,0.3102969429709694,0.482054167155978,0.4908331437544389,0.461981761304638,0.0,0.0,0.0,0.0,0.3815883983265269,0.5608739249313934,0.4952971718528054,0.5639931401119956,0.4045606439763849,0.679237607159192,0.5071080294522372,0.70140785507009,0.4411481337113814,0.7933170946338509,0.5316339319402521,0.8432840274859078,8.0
